index,author,tweet,label,polarity,nouns
1,@cesyxoxo,Under Mass law Aaron Hernandez died an innocent man because his appeals were not yet exhausted: (ht,Negative,-0.21666666666666667,['mass', 'aaron hernandez', 'innocent man']
2,@Rwest07,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
3,@FantasyJabber,Aaron Hernandez Odin Lloyd connected in life and death,Neutral,0.0,['aaron hernandez odin lloyd']
4,@TheTrevorFinley,Aaron Hernandez committed suicide for his daughter so she could be set for life,Neutral,0.0,['aaron hernandez']
5,@Square_Wheelz,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
6,@Fran_cine246,Aaron Hernandez knew he was fucked but decided his daughter had a bright future. Wow.,Positive,0.050000000000000024,['aaron hernandez', 'bright future', 'wow']
7,@DonnaPalombo,22 veterans commit suicide everyday after experiencing hell for our freedom. If only they got as much attention as murder…,Neutral,0.0,[]
8,@OfficialFuegoo,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
9,@cesyxoxo,In death Aaron Hernandez may not be a guilty man in the eyes of the law,Negative,-0.5,['aaron hernandez', 'guilty man']
10,@liza_rys,Legal experts say the and may have to pay Aaron Hernandez's family millions,Positive,0.2,['legal', 'aaron hernandez', "'s family millions"]
11,@lukepogi21,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
12,@moneythegreat30,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
13,@DelishLilBites,The Mental Health System Failed Aaron Hernandez on,Negative,-0.3,['mental', 'health system', 'failed aaron hernandez']
14,@marisarenee56,Due to MA state laws Aaron Hernandez committing suicide while his appeal is still going on could make the Patriots pay…,Negative,-0.125,['ma', 'state laws', 'aaron hernandez', 'patriots']
15,@ryan_poms23,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
16,@IA_Stee1er,Tons of daughters like Aaron Hernandez's take their own lives but don't receive the coverage he's getting. He was murderer... (1/2),Positive,0.6,['tons', 'aaron hernandez', 'own lives', 'murderer ...']
17,@_CelebNewsFeed_,TMZ : Aaron Hernandez's Family Questions Medical Examiner's Handling of Body (via Twitter…,Neutral,0.0,['tmz', 'aaron hernandez', "'s family", "medical examiner 's", 'handling', 'body', 'twitter…']
18,@Cookie_918_,Jury finds former Patriots player NOT GUILTY in murders of two men,Positive,0.125,['patriots', 'not guilty']
19,@milospavlovicc,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
20,@Kelgairz,Aaron Hernandez had more attention than 22 veterans... just sayin... *cough* that's on you media.,Positive,0.5,['aaron hernandez', 'veterans ...', 'sayin ... *cough*']
21,@king_mystic,Aaron Hernandez's Family Questions Medical Examiner's Handling of Body,Neutral,0.0,['aaron hernandez', "'s family", "medical examiner 's", 'handling', 'body']
22,@npnikk,Former NFL Player Aaron Hernandez's Body Found With Bible Verse Written on His Forehead,Neutral,0.0,['nfl player aaron hernandez', 'body found', 'bible verse written', 'forehead']
23,@_IvanH96,Aaron Hernandez played the system,Neutral,0.0,['aaron hernandez']
24,@piracy_rewind,Sources: Ex-NFL star found dead with 'John 3:16' written forehead,Negative,-0.2,['sources', 'ex-nfl']
