52,@DirectedByFran,Anyone seen Lost City of Z or Free Fire? Which film should I watch?,Positive,0.4,['lost', 'free']
53,@GinaLawriw,'Free Fire' Review: Ben Wheatley Sends Losers Guns and Money,Positive,0.1,["'free fire", 'review', 'ben wheatley sends losers guns']
54,@DFS_Pride,Everyone please check this guy out he has been on fire here lately and he gives free lines !,Positive,0.1,['everyone', 'free lines']
55,@RCNCelebrity,Rocky Coast News: Brie Larson Attends Premiere Of A24's 'Free Fire',Positive,0.4,['rocky', 'coast news', 'brie larson attends premiere', 'a24', "'s 'free fire"]
56,@hermandhaliwal,Tonight I'll be seeing the 10th Anniversary screening of HOT FUZZ at the Vista. I'll hoping to make time to see FREE FIRE right after that.,Positive,0.3119047619047619,['hot fuzz', 'vista', 'free fire']
57,@AescapeSounds,White Hat - A City We Can Set On Fire available now exclusively on Cassette w/ Free streaming and Download.…,Positive,0.26666666666666666,['white hat', 'set', 'cassette', 'free', 'download.…']
58,@YankeesTwitt81,(@ Marketplace Digital Cinema 20 - for Free Fire),Positive,0.2,['marketplace digital cinema', 'free']
59,@your_harry_son,With his new film FREE FIRE now in theaters director Ben Wheatley stopped by today for a trip inside our films closet!,Positive,0.3181818181818182,['new film', 'free fire', 'theaters director', 'ben wheatley', 'films closet']
60,@tsm560,If you love someone why set them free when you can set them on fire?,Positive,0.45,[]
61,@tonym7879,Everyone please check this guy out he has been on fire here lately and he gives free lines !,Positive,0.1,['everyone', 'free lines']
62,@CDS_KindleTV,Amazon Fire TV FREE Trophy Hunt TV,Positive,0.4,['amazon', 'fire tv', 'free', 'hunt']
63,@ScottMitch77,Anatomy of a Scene | ‘Free Fire’ -&gt,Positive,0.4,['anatomy', 'scene', '| ‘free', 'fire’']
64,@ScottMitch77,Ben Wheatley Narrates a Scene From ‘Free Fire’ -&gt,Positive,0.4,['ben wheatley narrates', 'scene', 'fire’']
65,@metmetmety1,Free Fire | Sharlto Copley and Cast on Unusual Injury on Set | Interview,Positive,0.30000000000000004,['free', 'fire |', 'sharlto copley', 'cast', 'unusual injury', 'set', 'interview']
66,@Kp__27,WATCH: talks to about her new movie "Free Fire",Positive,0.2681818181818182,['watch', 'new movie', 'free']
67,@keprdad,Gun free zones are free fire zones for criminals and terrorists. DEMs don't care if ur a victim. They need victims to exploit.,Positive,0.2416666666666667,['gun', 'free zones', 'free fire zones', 'dems', "n't care"]
68,@thegiveawayjoe,📖📚📖📚📖📚📖GO HERE ➡,Neutral,0.0,['here']
69,@DoctorNTheHood,‘Free Fire’ Review: Ben Wheatley Sends Losers Guns and Money,Positive,0.1,['fire’ review', 'ben wheatley sends losers guns']
70,@ProducerThought,‘Free Fire’ Review: Ben Wheatley Sends Losers Guns and Money (TheWrap),Positive,0.1,['fire’ review', 'ben wheatley sends losers guns', 'thewrap']
71,@booksumightwant,Super Adleman onthe ofDH LAWRENCESNOW OF FIRE SYMBOLIC FREE shipping!#literature,Positive,0.3666666666666667,['adleman', 'onthe ofdh', 'lawrencesnow of fire symbolic free', '# literature']
72,@VirusIsAJoke,I liked a video Free Fire | Official Red Band Trailer HD | A24,Positive,0.3333333333333333,['free', 'fire |', 'official red band', 'trailer hd', 'a24']
73,@CantUnseeMovie,Someone needs to go back to Tarantino School.,Neutral,0.0,['someone', 'tarantino']
74,@HollywoodSBlog,‘Free Fire’ Review: Ben Wheatley Sends Losers Guns and Money,Positive,0.1,['fire’ review', 'ben wheatley sends losers guns']
75,@Foxceras,A message from FIRE president about and the state of free speech on campus.,Positive,0.4,['fire', 'free speech']
76,@closetsamples,Copy of the Book Hearts of Fire,Neutral,0.0,['copy', 'hearts']
77,@cappymar,A message from FIRE president about and the state of free speech on campus.,Positive,0.4,['fire', 'free speech']
78,@closetsamples,Copy of ... -,Neutral,0.0,['copy']
79,@2020Proof,Going to see Donald Cried Colossal Free Fire Lost City of Z and Personal Shopper this weekend at GFC. I will need lots of popcorn.,Positive,0.2333333333333333,['going', 'donald cried colossal free', 'lost', 'personal shopper', 'gfc', 'need lots']
80,@FOXCinemas,.FreeFireMovie Review: Ben Wheatley Sends Losers Guns and Money,Negative,-0.2,['review', 'ben wheatley sends losers guns']
81,@AlexMuir16,Lucy Loosey pants on fire free for hire to the lowest bidder,Positive,0.4,['lucy loosey']
82,@Askrozevents,A late start on Friday deserves brunch in front of the fire. 👍&gt&gtUse your free Ask Roz Blue Mountains app to...,Positive,0.03333333333333335,['late start', 'roz']
83,@I_AM_IRON_VAN,A message from FIRE president about and the state of free speech on campus.,Positive,0.4,['fire', 'free speech']
84,@YungBuckyBarnes,I wanna go see Free Fire so bad...,Negative,-0.1499999999999999,['wan na', 'free', 'bad ...']
85,@vegas_411,‘Free Fire’ is a surprisingly entertaining parody of gun violence,Positive,0.45,['fire’', 'gun violence']
86,@shibashi8,"Free Fire | Annie's Song | Official Clip HD | A24",Positive,0.4,['free', 'fire |', 'annie', "'s song |", 'clip hd', 'a24']
87,@shibashi8,"Free Fire | Leave With The Money | Official Clip HD | A24",Positive,0.4,['free', 'fire |', 'money |', 'clip hd', 'a24']
88,@TheWrap,.@FreeFireMovie Review: Ben Wheatley Sends Losers Guns and Money,Negative,-0.2,['freefiremovie review', 'ben wheatley sends losers guns']
89,@sanchokeep33,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
90,@LastWheatPenny,Rather than remember why don't we protect our students by ending gun free zone's AKA…,Positive,0.4,["free zone 's", 'aka…']
91,@AnthonydByrne22,A message from FIRE president about and the state of free speech on campus.,Positive,0.4,['fire', 'free speech']
92,@houstonalamo,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
93,@DrafthouseSF,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
94,@drafthouse,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
95,@AlamoEP,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
96,@alamogreaterny,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
97,@AlamoCorpus,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
98,@alamodenver,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
99,@AlamoKC,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
100,@AlamoNB,This is what passes for gun control in Tickets:,Neutral,0.0,['gun control', 'tickets']
