index,author,tweet,label,polarity,nouns
1,@LALATE,Hollywood Hills 90028 Photos Video Past,Negative,-0.25,['photos video past']
2,@spenhop,Bethenny Frankel defends soft porn film on the RHONY!,Positive,0.125,['bethenny frankel', 'soft porn film', 'rhony']
3,@LinkwayLive,Bethenny Frankel talks nude film past: 'I needed the money',Negative,-0.25,['bethenny frankel', 'talks nude film past']
4,@Trendingpix,Bethenny Frankel - Bethenny Frankel - Arrives to the Watch What Happens Live in NY â 04/05/2017 Bethenny Frankel…,Positive,0.13636363636363635,['bethenny frankel', 'bethenny frankel', 'arrives', 'watch', 'happens live', 'ny', 'â\x80\x93 04/05/2017', 'bethenny frankel…']
5,@LALATE,📺 📺 Video Movie: PHOTOS LEAKED! &gt&gt…,Neutral,0.0,['📺 📺', 'video movie', 'photos leaked']
6,@AStieberM,Bethennyrsquos nude film past,Negative,-0.25,['bethennyrsquos', 'nude film past']
7,@celebritydraft,Bethenny Frankel defends soft porn film on the RHONY!,Positive,0.125,['bethenny frankel', 'soft porn film', 'rhony']
8,@trendsmetadata,20K+ searches 4 1h old,Positive,0.1,['20k+ searches']
9,@zepcook,ZepCook Find the best kitchen-tested recipes videos healthy meals party menus and cooking techniques from top cooks. Frankel z…,Positive,0.6666666666666666,['zepcook find', 'recipes videos healthy meals party menus', 'cooking techniques', 'top cooks', 'frankel']
10,@dnmarketplace,Good domain possibility?: www.Bethenny ?? Its trending on google...,Positive,0.7,['good domain possibility', 'google ...']
11,@Timely32,Bethenny Frankel talks nude film past: ‘I needed the money’,Negative,-0.25,['bethenny frankel', 'talks nude film past']
12,@bravoholclique,Ramona asked Bethenny if anyone had approached her 6-year-old daughter over "being naked and doing soft porn",Positive,0.05,['ramona', 'bethenny', '6-year-old daughter', 'soft porn']
13,@iRealHousewives,Carole Radziwill Says She Doesn’t Need To Defend Her Friendship With Bethenny Frankel!,Neutral,0.0,['carole radziwill says', 'doesn’t need', 'defend', 'friendship', 'bethenny frankel']
14,@Veronika_Afoa,BETHENNY FRANKEL Signed Autographed 1st Edition Trade Paperback Book,Neutral,0.0,['bethenny frankel signed autographed', 'edition', 'paperback']
15,@iRealHousewives,Ramona Singer And Bethenny Frankel Will Be “At Each Other’s Throats” This Season On RHONY!,Negative,-0.15625,['ramona singer', 'bethenny frankel will be', 'other’s throats”', 'season', 'rhony']
16,@HannahCruicksha,Brb gonna go write a thinkpiece about Jessa from Girls being complimentary about Khloe Kardashian and Bethenny Frankel,Positive,0.3,['brb', 'gon na', 'jessa', 'girls', 'khloe kardashian', 'bethenny frankel']
17,@Neicy6,Ramona asked Bethenny if anyone had approached her 6-year-old daughter over "being naked and doing soft porn",Positive,0.05,['ramona', 'bethenny', '6-year-old daughter', 'soft porn']
18,@PageSix,Ramona asked Bethenny if anyone had approached her 6-year-old daughter over "being naked and doing soft porn",Positive,0.05,['ramona', 'bethenny', '6-year-old daughter', 'soft porn']
19,@Brightly5,Carole Radziwill On Bethenny Frankel Friendship: Are They The Mean Girls Of ‘RHONY’?,Negative,-0.3125,['carole radziwill', 'bethenny frankel friendship', 'mean girls']
20,@Jdstasia,“You’re in the press now ... doing soft porn. Has anybody approached your daughter?" Ramona asked Bethenny on,Positive,0.1,['soft porn', 'ramona', 'bethenny']
21,@TracyYerden,Bethenny Frankel Denies Ripping Off Erika Jayne,Neutral,0.0,['bethenny frankel denies ripping off erika jayne']
22,@burtonkim76133,Recap: Ramona Singer Checks Bethenny Frankel’s Nasty Attitude After Confronting Her Porn Past!:,Negative,-0.65625,['recap', 'ramona singer checks bethenny frankel’s nasty', 'confronting', 'porn past']
23,@drocktrot,Get Ready for the Impending Bethenny Frankel-Ramona Singer Battle on Real Housewives of New York,Positive,0.1787878787878788,['ready', 'impending bethenny frankel-ramona singer', 'real', 'york']
24,@drocktrot,The Real Housewives of New York City Dinner Blowout: Bethenny Frankel Ramona Singer Give Their Sides of the,Positive,0.16818181818181818,['real', 'york', 'dinner blowout', 'bethenny frankel ramona singer', 'sides']
25,@Veronika_Afoa,Skinnygirl By Bethenny Frankel Shaping Seamless Microfiber Slip Size: Small,Negative,-0.075,['skinnygirl', 'bethenny frankel shaping seamless microfiber slip size', 'small']
