index,author,tweet,label,polarity,nouns
1,@FactKINGFacts,Popular on Google: * Prince * Pittsburgh Penguins * Born in China * Ledell Lee * France * Eagles Schedule 2017 * Paul George * The Beguiled…,Positive,0.6,['popular', 'google', '* prince *', 'pittsburgh penguins', 'born', 'china', 'ledell lee', 'france', 'schedule', 'paul george', 'beguiled…']
2,@DiegoArana,THE BEGUILED - Official Trailer [HD] - In Theaters June 23,Neutral,0.0,['the beguiled', 'trailer', 'hd', 'theaters june']
3,@brief_case_pro,THE BEGUILED Trailer 2017 Colin,Neutral,0.0,['the beguiled trailer', 'colin']
39,@RebelSweetHrt,"The Beguiled by Sofia Coppola Comes to Big Screen June 23rd. It will leave us breathless.,Neutral,0.0,['beguiled', 'sofia coppola comes', 'screen june']
40,@WilliamMungall,'Then all the men disappear': Sofia Coppola on her Southern Gothic tale 'The Beguiled',Neutral,0.0,['men disappear', 'sofia coppola', 'gothic', "tale 'the", 'beguiled']
41,@WilliamMungall,Sofia Coppola makes 'The Beguiled' a Southern Gothic tale all her own,Positive,0.3,['sofia coppola', 'beguiled', 'gothic']
42,@Normitaa,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
43,@ollielogan20,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
44,@holmstrom_wanda,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
45,@PiperIKenneth,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
46,@disla_rafael,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
47,@INavarroHarvey,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
48,@brunajfranco,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
49,@I_News_N,The new Trailer For 'The Beguiled' Unveils Nicole Kidman's Darker facet --,Positive,0.13636363636363635,['trailer', 'beguiled', 'unveils nicole kidman', 'darker']
50,@kooldroidapps,1. Prince 2. Pittsburgh Penguins (↑) 3. Margot Robbie (★New) 4. Ledell Lee 5. The Beguiled,Neutral,0.0,['pittsburgh penguins', 'margot robbie', 'ledell lee', 'beguiled']
51,@ebayian,1. Prince 2. Pittsburgh Penguins (↑) 3. Margot Robbie (★New) 4. Ledell Lee 5. The Beguiled,Neutral,0.0,['pittsburgh penguins', 'margot robbie', 'ledell lee', 'beguiled']
52,@fernand_americo,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
53,@joancmark67811,new trailer for sofia coppola the beguiled via,Positive,0.13636363636363635,['new trailer', 'sofia coppola']
54,@SexyBabys2014,- Prince - LeBron James - Pittsburgh Penguins - Ledell Lee - The Beguiled - Cavs - NFL Schedule - Cuba Gooding…,Neutral,0.0,['lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled', 'cavs', 'nfl schedule', 'cuba gooding…']
55,@ancutaPhoto,THE BEGUILED - Official Trailer [HD] - A new film by Sofia Coppola,Positive,0.13636363636363635,['the beguiled', 'trailer', 'hd', 'new film', 'sofia coppola']
56,@TheBonBon05,The Beguiled by Sofia Coppola Comes to Big Screen June 23rd. It will leave us breathless.,Neutral,0.0,['beguiled', 'sofia coppola comes', 'screen june']
57,@FilmJujur,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
58,@PhongViet2014,What happens in the beguiled,Neutral,0.0,[]
59,@gabolavric,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
60,@esthervanheel,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
61,@Stress_Crab,The Beguiled - Official Trailer 2 (Universal Pictures) HD,Neutral,0.0,['beguiled', 'trailer', 'universal pictures', 'hd']
62,@PhongViet2014,What happens in the beguiled,Neutral,0.0,[]
63,@kate_adair,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
64,@taxidiwtis,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
65,@SrBigodes_,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
66,@NineTwelveJimmy,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
67,@AleMaleMorale,Oh un film della Coppola con Nicole Kidman Kirsten Dunst e Colin FarrellTHE BEGUILED - Official Trailer [HD],Neutral,0.0,['oh', 'un film della', 'coppola', 'nicole kidman kirsten dunst', 'colin farrellthe beguiled', 'trailer', 'hd']
68,@any_event_media,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
69,@mononewseng,ICYMI: Catch up on the latest headlines from Sofia Coppola's and more!,Positive,0.5625,['icymi', 'sofia coppola']
70,@CineplexMovies,ICYMI: Catch up on the latest headlines from Sofia Coppola's and more!…,Positive,0.5,['icymi', 'sofia coppola']
71,@moviesandtvman,THE BEGUILED - Official Trailer [HD] - In Theaters June 23,Neutral,0.0,['the beguiled', 'trailer', 'hd', 'theaters june']
72,@gTrends_jp,* Prince * LeBron James * Pittsburgh Penguins * Ledell Lee * The Beguiled * Cavs * NFL Schedule * Cuba Gooding Sr *…,Neutral,0.0,['* prince *', 'lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled', 'cavs', 'nfl schedule', 'cuba gooding sr']
73,@Emmanuel_Delfin,THE BEGUILED - Official Trailer [HD] - In Theaters June 23,Neutral,0.0,['the beguiled', 'trailer', 'hd', 'theaters june']
74,@WavemStudios,‘The Beguiled’ Trailer: Sofia Coppola Goes West,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
75,@GoogtterBot,GoogleTrend 1:Prince 2:LeBron James 3:Pittsburgh Penguins 4:Ledell Lee 5:The Beguiled 6:Cavs 7:NFL Schedule,Neutral,0.0,['googletrend', 'lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled', 'cavs', 'nfl schedule']
76,@R_cire,THE BEGUILED - Official Trailer [HD] - In Theaters June 23 via,Neutral,0.0,['the beguiled', 'trailer', 'hd', 'theaters june']
77,@CMPicone,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
78,@FactKINGFacts,Popular on Google: * Prince * LeBron James * Pittsburgh Penguins * Ledell Lee * The Beguiled * Cavs * NFL Schedule * Cuba Gooding Sr *…,Positive,0.6,['popular', 'google', '* prince *', 'lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled', 'cavs', 'nfl schedule', 'cuba gooding sr']
79,@DVdeVendetta,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
80,@CMPicone,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
81,@carlosecelis,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
82,@MSN,Get your first look at the new,Positive,0.19318181818181818,[]
83,@VNGJIE,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
84,@WhatRULooking4,- Prince - LeBron James - Pittsburgh Penguins - Ledell Lee - The Beguiled - Cavs - NFL Schedule - Cuba Gooding Sr…,Neutral,0.0,['lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled', 'cavs', 'nfl schedule', 'cuba gooding sr…']
85,@DiegoGuarrera,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
86,@VescomKate,looptoloop  beguiled by the wild Hoogland Schitterende showroom!!,Positive,0.15625,['hoogland schitterende']
87,@lilithsclub,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
88,@stealtosgt,The Beguiled Trailer: Nicole Kidman Takes Revenge On Colin Farrell In Sofia Coppolas Remake,Neutral,0.0,['beguiled trailer', 'nicole kidman takes revenge', 'colin farrell', 'sofia coppolas remake']
89,@LaHumbertita,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
90,@grxnwoods,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
91,@_DannyBrady_,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
92,@D_Robert_Kelly,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
93,@uncannyinhumans,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
94,@OnePerfectShot,‘The Beguiled’ Trailer: Sofia Coppola Goes West:,Neutral,0.0,['beguiled’ trailer', 'sofia coppola goes']
95,@ebayian,1. Prince (★New) 2. LeBron James (★New) 3. Pittsburgh Penguins (↓) 4. Ledell Lee (↓) 5. The Beguiled (↓),Neutral,0.0,['lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled']
96,@kooldroidapps,1. Prince (★New) 2. LeBron James (★New) 3. Pittsburgh Penguins (↓) 4. Ledell Lee (↓) 5. The Beguiled (↓),Neutral,0.0,['lebron james', 'pittsburgh penguins', 'ledell lee', 'beguiled']
97,@lit08,Sofia Coppola's might be the most twisted Palme d'Or contender. Watch the trailer:,Neutral,0.0,['sofia coppola', 'palme', "d'or contender", 'watch']
98,@toinsanity,Waiting for The Beguiled so Kirsten can ruin me again.,Neutral,0.0,['waiting', 'beguiled', 'kirsten']
99,@wahmjourney91,The Beguiled by Sofia Coppola Comes to Big Screen June 23rd. It will leave us breathless.,Neutral,0.0,['beguiled', 'sofia coppola comes', 'screen june']
100,@movies_uk_com,Check out the latest extended film trailer at,Positive,0.5,['film trailer']
