index,author,tweet,label,polarity,nouns
1,@Nick_Leafs,if Mia Khalifa isn't part of your favourite hockey team's fan base,Negative,-0.8,['mia khalifa', "n't part", "favourite hockey team 's fan base"]
2,@Nicholaskell11,If Mia Khalifa and Magic Johnson fuck won't the HIV cancel out? Ain't that PEMDAS or some shit?,Negative,-0.03333333333333335,['mia khalifa', 'magic johnson', "fuck wo n't", 'hiv', 'ai', 'pemdas']
3,@rashmanse1,"Mia khalifa got hiv bro. If you beat off to her you got hiv by association",Neutral,0.0,['mia', 'hiv bro']
4,@6Stinson,"Mia khalifa got hiv bro. If you beat off to her you got hiv by association",Neutral,0.0,['mia', 'hiv bro']
5,@miakhalifaday,Mia Khalifas Hot Pictures,Positive,0.25,['mia khalifas hot pictures']
6,@GeorgeGoldrick,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
7,@Poe_rnStar,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
8,@CQGsp,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
9,@Jonathann_gz,Mia Khalifa has HIV? Can a person get it from watching her vids? Asking for a friend...,Neutral,0.0,['mia khalifa', 'hiv', 'asking', 'friend ...']
10,@virginiakimba,04-21 Pornhub star Mia Khalifa's Twitter rant about Kobe Bryant raises questions if,Neutral,0.0,['pornhub', 'mia khalifa', 'twitter', 'kobe bryant', 'raises questions']
11,@phuckwut,Do I look like Mia Khalifa in this Avi?,Neutral,0.0,['mia khalifa', 'avi']
12,@maybe_chandler,If Mia Khalifa and Magic Johnson fuck won't the HIV cancel out? Ain't that PEMDAS or some shit?,Negative,-0.03333333333333335,['mia khalifa', 'magic johnson', "fuck wo n't", 'hiv', 'ai', 'pemdas']
13,@les_ice_,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
14,@Amerlizard,If Mia Khalifa and Magic Johnson fuck won't the HIV cancel out? Ain't that PEMDAS or some shit?,Negative,-0.03333333333333335,['mia khalifa', 'magic johnson', "fuck wo n't", 'hiv', 'ai', 'pemdas']
15,@b_eeeezyy,Mia Khalifa got HIV? She's being punished by God for that hijabi threesome with step mom video,Neutral,0.0,['mia khalifa', 'hiv', 'god', 'hijabi threesome', 'step mom video']
16,@alexis_morgan02,ICYMI! Is it wrong for Mia Khalifa to joke about her HIV rumors??,Negative,-0.5,['icymi', 'mia khalifa', 'hiv']
17,@anntzt,Pornhub's Gets Flak Over Dissing Kobe Bryant On Twitter Wants,Positive,0.2,['pornhub', 'flak', 'dissing kobe bryant', 'twitter wants']
18,@miakhalifa11,Mia Khalifa Gives Male Virgin a Lesson,Neutral,0.0,['mia khalifa gives male', 'lesson']
19,@simmmya,When Muslims heard Mia Khalifa is HIV positive.,Positive,0.22727272727272727,['muslims', 'mia khalifa', 'hiv']
20,@GoldSpoonCoon,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
21,@wavywop,If Mia Khalifa and Magic Johnson fuck won't the HIV cancel out? Ain't that PEMDAS or some shit?,Negative,-0.03333333333333335,['mia khalifa', 'magic johnson', "fuck wo n't", 'hiv', 'ai', 'pemdas']
22,@SubegMangat,Mia Khalifa has HIV? Can a person get it from watching her vids? Asking for a friend...,Neutral,0.0,['mia khalifa', 'hiv', 'asking', 'friend ...']
23,@Hadjidista,Mia Khalifa got HIV? She's being punished by God for that hijabi threesome with step mom video,Neutral,0.0,['mia khalifa', 'hiv', 'god', 'hijabi threesome', 'step mom video']
24,@iits_joshua,If Mia Khalifa and Magic Johnson fuck won't the HIV cancel out? Ain't that PEMDAS or some shit?,Negative,-0.03333333333333335,['mia khalifa', 'magic johnson', "fuck wo n't", 'hiv', 'ai', 'pemdas']
25,@MiaKhalifa22,Mia Khalifa Gives Male Virgin a Lesson,Neutral,0.0,['mia khalifa gives male', 'lesson']
26,@mr_nuruddeen,When Muslims heard Mia Khalifa is HIV positive.,Positive,0.22727272727272727,['muslims', 'mia khalifa', 'hiv']
27,@Marr_jao_,Mia Khalifa has aids at least she's finally doing something positive with her life,Negative,-0.024242424242424242,['mia khalifa']
28,@GagaHure7,✔Check out ALL my gifs of Mia Khalifa! ↪ ↩,Neutral,0.0,['all', 'mia khalifa', '↪ ↩']
29,@Myriamanhattan,Mia Khalifa addresses viral rumor that she is HIV positive:,Positive,0.22727272727272727,['mia khalifa', 'addresses viral rumor', 'hiv']
30,@Aloooo_Anday,Mia Khalifa has aids at least she's finally doing something positive with her life,Negative,-0.024242424242424242,['mia khalifa']
31,@The_pizzaguy23,Zardari calling Nawaz Sharif theif is like Sunny Leone calling Mia Khalifa cheap. 🌚,Positive,0.4,['zardari', 'nawaz sharif', 'sunny leone', 'mia khalifa']
32,@Shantibelle_,Mia Khalifa gon be hittin up Magic Johnson for the cure like,Positive,0.5,['mia khalifa', 'magic johnson']
33,@nichankinson,when you at mia khalifa's bbq and see a mosquito,Neutral,0.0,["mia khalifa 's bbq"]
34,@Shantibelle_,When you find out why Mia Khalifa is trending:,Neutral,0.0,['mia khalifa']
35,@Dani_Delgado2,Mia Khalifa has HIV? Can a person get it from watching her vids? Asking for a friend...,Neutral,0.0,['mia khalifa', 'hiv', 'asking', 'friend ...']
