index,author,tweet,label,polarity,nouns
1,@azharahamed,Adolf Hitler was injected with bull semen facts or stories.,Neutral,0.0,['adolf hitler', 'bull semen facts']
2,@ShitPosterBot,I ate Adolf Hitler because it raped Peter Ondre.,Neutral,0.0,['adolf hitler', 'peter ondre']
3,@PaulTyredagh81,"To us state and race are one." - Adolf Hitler (1923),Neutral,0.0,['adolf hitler']
4,@Mademoiselle_FK,"To us state and race are one." - Adolf Hitler (1923),Neutral,0.0,['adolf hitler']
5,@EmBackFoRevenge,April 20th marks the birthday of Adolf Hitler Chancellor of Germany from 1933 to 1945 and Führer of Nazi Germany from 1934…,Neutral,0.0,['april', '20th marks', 'adolf hitler', 'germany', 'führer', 'nazi germany']
6,@MattSearles,I'm told today is the birthday of Adolf Hitler?,Neutral,0.0,['adolf hitler']
7,@Limerick1914,"To us state and race are one." - Adolf Hitler (1923),Neutral,0.0,['adolf hitler']
8,@CMorosiere,Exhibition at explores link between art and madness featuring paintings by Goya Bacon - and Hitler,Neutral,0.0,['explores link', 'goya bacon', 'hitler']
9,@Cousintez,Didn't know 420 was Adolf hitler birthday,Neutral,0.0,['adolf', 'hitler birthday']
10,@jonylubulyt,Neo-Nazi and “alt-right” websites are memorializing Hitler's birthday with memes a…,Neutral,0.0,['neo-nazi', '“alt-right” websites', 'hitler', "'s birthday", 'memes a…']
11,@Dharmeelorrlah,The great mass of the people will fall victim more easily to a big lie than to a small one. - Adolf Hitler,Positive,0.195,['great mass', 'fall victim', 'big lie', 'adolf hitler']
12,@klaratheklit,April 20th marks the birthday of Adolf Hitler Chancellor of Germany from 1933 to 1945 and Führer of Nazi Germany from 1934…,Neutral,0.0,['april', '20th marks', 'adolf hitler', 'germany', 'führer', 'nazi germany']
13,@ayub9900,If we do that Adolf Hitler may be reincarnated,Neutral,0.0,['adolf hitler']
14,@ayub9900,Next she will say she loves Adolf Hitler and he was doing it a right thing. Alienating a religion doesn't solv…,Negative,-0.004761904761904763,['adolf hitler', 'right thing', 'alienating', "n't solv…"]
15,@tjharps98,Happy Birthday Adolf Hitler x,Positive,0.8,['birthday adolf hitler']
16,@meeterica,Adolf Hitler was addicted to Crystal Meth (back then called "Tank-Chocolates").,Negative,-0.2,['adolf hitler', 'meth', 'tank-chocolates']
17,@AdityaNair20,Sandipan Sharma is prejudiced. If expressing one's opinion is called ego then Adolf Hi…,Neutral,0.0,['sandipan sharma', "'s opinion", 'adolf hi…']
18,@madame_fisunia,I liked a video Adolf Hitler - Shooting Stars,Positive,0.6,['adolf hitler', 'shooting']
19,@SuperDonkeyPiss,Sarah Palin Kid Rock  Ted Nugent meet with Trump in the Oval Office on Adolf Hitler's Birthd…,Neutral,0.0,['sarah palin kid rock ted nugent', 'trump', 'oval', 'adolf hitler', 'birthd…']
20,@kalgr8,Are you related to Adolf Hitler? I hear you are a Mussolini's fan.,Neutral,0.0,['adolf hitler', 'mussolini', "'s fan"]
21,@lefousgad,'Adolf Hitler once said' UOU KNOW UR FUCKED WHEN U START UR SENTENCE WITH THAT,Negative,-0.6,['hitler', 'uou know ur fucked when u start ur sentence with that']
22,@MrAndMrsYeo,Donald Trump v Adolf Hitler,Neutral,0.0,['donald trump', 'adolf hitler']
23,@brendamaiy,Heil comedy! 7 celebs who dressed up as Adolf Hitler for a laugh...,Positive,0.3,['heil', 'adolf hitler', 'laugh ...']
24,@lc_explores,72yrs ago today Adolf Hitler marked his 56th birthday with a last visit above ground. The next  final 10 days of his l…,Positive,0.02,['adolf hitler', '56th birthday']
25,@rlulevuto,Neo-Nazi and “alt-right” websites are memorializing Hitler's birthday with memes a…,Neutral,0.0,['neo-nazi', '“alt-right” websites', 'hitler', "'s birthday", 'memes a…']
26,@TeeOneZeeABG,Oh my god....I was doing a school assignment and it mentioned Adolf Hitler's birthday. Then I realized it's LITERALLY to…,Neutral,0.0,['oh', 'god ... .i', 'school assignment', 'adolf hitler', "'s birthday", 'literally']
27,@MLKstudios,,Neutral,0.0,[]
28,@_TheSion,I remember the Adolf Hitler one now,Neutral,0.0,['adolf hitler']
29,@KingGhidorahAVN,April 20 1889- The most significant figure and the greatest leader of all time was born. Happy Birthday Adolf Hitler ht…,Positive,0.66875,['april', 'significant figure', 'happy birthday adolf hitler']
30,@folyqa,i'd say Adolf Hitler or Lion King were absolute kino too,Positive,0.2,["i 'd", 'adolf hitler', 'lion', 'absolute kino']
31,@realMLE,for Adolf HitlerLike for Eric Harris  Dylan Klebold,Neutral,0.0,['adolf hitlerlike', 'eric harris dylan klebold']
32,@ndpsr,Today is the 128th anniversary of Adolf Hitler's birth. We must know history and learn from it.,Neutral,0.0,['128th anniversary', 'adolf hitler', "'s birth"]
33,@Street2612G,,Neutral,0.0,[]
