index,author,tweet,label,polarity,nouns
1,@shaffer_kt,FOX NEWS ALERT: ISIS attacks Paris on election eve the extremists behind the attack were known to police |,Negative,-0.4,['fox news alert', 'isis', 'paris', 'election eve', 'police |']
2,@July041776,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
3,@FelipeCraccoGom,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
4,@102ktra,The shooting on the historic Champs-Elysees left one police officer dead and two others hurt.,Negative,-0.06666666666666667,['champs-elysees', 'police officer', 'others hurt']
5,@CrazyGamma,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
6,@freedfried,Marine Le Pen: “They kill our children murder our policemen and slaughter our priests. Wake up!” #Paris,Neutral,0.0,['pen', 'children murder', 'wake', '” #', 'paris']
7,@aalfarot,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
8,@SidneyPenny1,Last year Muslims murdered more people in France than were killed by terrorism in the country during the entire 20th century…,Positive,0.06,['muslims', 'france', 'entire 20th century…']
9,@LuisCampos_ST,Tourists venture back to Champs Elysees after attack: 'Vive Paris!'Tourists were back on the Champs Elysees early Friday with a mixture o…,Positive,0.03333333333333333,['tourists', 'champs elysees', 'paris', 'champs elysees', 'mixture o…']
10,@Ferruccio_G,FOR SALE,Neutral,0.0,['for sale']
11,@JenDinnj,Mainstream media criticizes President Trump for using 'terror' to describe Paris attack before Paris authorities used th…,Neutral,0.0,['mainstream', 'media criticizes president', 'trump', 'paris', 'paris']
12,@jerieliu,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
13,@Fascist_Rocker,Here we go again. Remember to put the tricolore filter on your faceberg thing.,Neutral,0.0,['remember', 'tricolore filter', 'faceberg thing']
14,@KellyGettinger,We are safe here in Paris. Taking a morning walk around town. And unfortunately no matter where we go in the...,Positive,0.375,['paris', 'morning walk']
15,@KimEvan58277834,After watching this video it makes me wonder why any Frenchmen would vote for anybody but Marie Le Pen.,Neutral,0.0,['frenchmen', 'marie', 'pen']
16,@kenblanchard_28,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
17,@FulyaOzerkan,Fears engulf election after policeman shot in Paris via,Neutral,0.0,['engulf election', 'policeman shot', 'paris']
18,@FM100KTEX,The shooting on the historic Champs-Elysees left one police officer dead and two others hurt.,Negative,-0.06666666666666667,['champs-elysees', 'police officer', 'others hurt']
19,@geepun92,Paris? You mean Dubai and Delhi,Negative,-0.3125,['dubai', 'delhi']
20,@vanidosa27,BUTTER PECAN CAKE RECIPERecipe :,Neutral,0.0,['butter pecan cake reciperecipe']
