index,author,tweet,label,polarity,nouns
1,@CPFraser93,Pittsburgh Penguins' forward Evgeni Malkin has 11 points in five playoff games.,Neutral,0.0,['pittsburgh penguins', 'evgeni malkin', 'playoff games']
2,@fanshop7,RARE Pittsburgh Penguins Malkin Reebok 2017 All Star NHL Premier Jersey X-Large,Positive,0.3,['rare pittsburgh penguins malkin reebok', 'nhl', 'jersey x-large']
3,@DovSFriedman,Way Pittsburgh Penguins ground a very good Columbus team into a powder is mildly terrifying. They are merciless. Hate 'em but respect 'em.,Negative,-0.3975,['pittsburgh penguins', 'columbus', 'hate']
4,@adm5163,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
5,@coat_mink_furs,Prince Pittsburgh Penguins Born in China Ledell Lee ...,Neutral,0.0,['pittsburgh penguins born', 'china ledell lee']
6,@UnitedNewsofUSA,Bill Garrard center of Friendship watches the Penguins score in Game 5 Thursday at the team's…,Negative,-0.25,['bill garrard', 'friendship', 'penguins', 'game']
7,@ManOfSteel2487,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
8,@jek553,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
9,@Brady_Shaw20,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
10,@yodanzaaa,So pumped that the pens won last night. On to round two ✌🏼#penguins,Negative,-0.1,['✌🏼 # penguins']
11,@guanc_and_chips,"The season we put in these playoffs don't reflect it. It hurts."Quotes  video from Pittsburgh →,Neutral,0.0,["n't reflect", 'quotes', 'pittsburgh']
12,@WendellAugust,Cheer on the as they head to round two of the playoffs with our exclusive line of Pittsburgh Penguins...,Negative,-0.2,['cheer', 'exclusive line', 'pittsburgh penguins']
13,@JamesonNagy,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
14,@krista__nichole,"The season we put in these playoffs don't reflect it. It hurts."Quotes  video from Pittsburgh →,Neutral,0.0,["n't reflect", 'quotes', 'pittsburgh']
15,@clintpghgrapher,While chasing this week got 2 hang 4 a day w/ another member of the original Pittsburgh Traveling Circus.…,Positive,0.375,['day w/', 'pittsburgh traveling circus.…']
16,@Gjaws11,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
17,@steelmags22,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
18,@Sheldor182,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
19,@BurghBlondes,The are ready for Round 2 but are you?🤔🐧🏒#NHL Get ready HERE…,Positive,0.06666666666666667,['🤔🐧🏒 #', 'nhl', 'here…']
20,@MichaelParthum,Long story short everyone in Pittsburgh was saying Bylsma's tenure w/BUF played out the same way as with Penguins.,Negative,-0.016666666666666666,['long story', 'pittsburgh', 'bylsma', "'s tenure w/buf", 'penguins']
21,@top2talk,Prince Pittsburgh Penguins Margot Robbie Ledell Lee ...,Neutral,0.0,['pittsburgh penguins margot robbie ledell lee']
22,@BobJone43773862,Hot Topics: Prince Pittsburgh Penguins Margot Robbie Ledell Lee ...,Positive,0.25,['hot topics', 'pittsburgh penguins margot robbie ledell lee']
23,@03jassi,FINAL: (5) - (2)@Discover Recap: wins 4-1#StanleyCup,Negative,-0.15,['final', 'discover recap', 'stanleycup']
24,@natmaster5000,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
25,@lil_rossi11,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
26,@MikeRichard21,Pittsburgh waking up like this after that win,Positive,0.8,['pittsburgh']
27,@PghStPatsParade,Brian Rust is the version of The Wild Thing the way he all-out attacks the net.,Positive,0.05,['brian rust', 'thing', 'all-out attacks']
28,@inthepressbox,news.... 9 Thoughts on the Pens: Enjoying good times rest vs. rust and just Rust in general,Positive,0.4166666666666667,['news ...', 'thoughts', 'pens', 'enjoying', 'good times rest', 'rust']
29,@SarahMcgregor94,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
30,@hockeydude2001,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
31,@BillHovis1,How about those Pittsburgh Penguins!,Neutral,0.0,['pittsburgh penguins']
32,@LovetheMOUNTIES,Penguins Tickets For Second Round Series Go On Sale Friday,Negative,-0.1,['penguins tickets', 'round series', 'sale']
33,@PenguinsSpyder,[Fox Sports] How to stop a superstar is biggest challenge in NHL playoffs,Neutral,0.0,['fox', 'nhl']
34,@DBalcar_20,"The season we put in these playoffs don't reflect it. It hurts."Quotes  video from Pittsburgh →,Neutral,0.0,["n't reflect", 'quotes', 'pittsburgh']
35,@EBHockeyFan25,"Do we have some things to work on? You're damn right we do. But I like our group."What We Learned:,Positive,0.2857142857142857,["'re damn", 'learned']
36,@EBHockeyFan25,"I like our group."Notes  quotes from Torts  the following a series-ending defeat →,Neutral,0.0,['notes', 'torts', 'defeat →']
37,@EBHockeyFan25,"We battled. Down 3-0 we could've packed 'er in we got two big goals and a tough call. It's disappointing."📰,Negative,-0.2861111111111111,['down', 'big goals', 'tough call']
38,@messmike,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
39,@RichieWalsh,Penguins Tickets For Second Round Series Go On Sale Friday,Negative,-0.1,['penguins tickets', 'round series', 'sale']
40,@WhatRULooking4,- Prince - Pittsburgh Penguins - Margot Robbie - Ledell Lee - The Beguiled - Cavs - Cuba Gooding Sr - Paris - NFL…,Neutral,0.0,['pittsburgh penguins', 'margot robbie', 'ledell lee', 'beguiled', 'cavs', 'cuba gooding sr', 'paris', 'nfl…']
41,@KINGJIMBO420_,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
42,@Dv_Odin,"The season we put in these playoffs don't reflect it. It hurts."Quotes  video from Pittsburgh →,Neutral,0.0,["n't reflect", 'quotes', 'pittsburgh']
43,@gTrends_jp,* Prince * Pittsburgh Penguins * Margot Robbie * Ledell Lee * The Beguiled * Cavs * Cuba Gooding Sr * Paris * NFL…,Neutral,0.0,['* prince *', 'pittsburgh penguins', 'margot robbie', 'ledell lee', 'beguiled', 'cavs', 'cuba gooding sr', 'paris', 'nfl…']
44,@PenguinsSpyder,[Pens Initiative] Let's all point and laugh at the Blue Jackets by,Positive,0.15,['pens initiative', 'jackets']
45,@EBHockeyFan25,"The season we put in these playoffs don't reflect it. It hurts."Quotes  video from Pittsburgh →,Neutral,0.0,["n't reflect", 'quotes', 'pittsburgh']
46,@gdeejack,Pittsburgh penguins suck,Neutral,0.0,['pittsburgh', 'penguins suck']
47,@Amanda_Kulback,We don't know the dates. We're not sure of the opponent. But we know you want to be here.Join us for Round Two:,Negative,-0.225,[]
48,@BOB_VERSACE,Prince Pittsburgh Penguins Margot Robbie Ledell Lee ...,Neutral,0.0,['pittsburgh penguins margot robbie ledell lee']
