index,author,tweet,label,polarity,nouns
1,@abdullah995211,Tip led authorities to rescue missing 15-year-old teen arrest former teacher at commune in Northern California.,Negative,-0.0625,['tip', '15-year-old teen arrest', 'california']
2,@cappellocalvin2,Maury Co. Schools releases a statement on the safe return of Elizabeth Thomas.,Positive,0.5,['maury', 'co. schools releases', 'safe return', 'elizabeth thomas']
3,@jassiitech,Cops Claim Tad Cummins Said He's 'Glad This Is Over' During Arrest After Being Found with Teenage Student,Positive,0.15,['cops claim tad cummins', "'s 'glad", 'arrest', 'found', 'teenage']
4,@1983GBrown,How authorities found missing Tenn. student Elizabeth Thomas and former teacher Tad Cummins via,Negative,-0.1,['tenn.', 'elizabeth thomas', 'tad cummins']
5,@sarahmurden,After reading about Elizabeth Gibson's life find out about her doctor husband who recorded her story for,Neutral,0.0,['elizabeth gibson', "'s life", 'doctor husband']
6,@troublechicken,Really NBC News? How many grammatical errors can you fit into one via,Positive,0.3666666666666667,['really', 'nbc news', 'grammatical errors']
7,@kidcudiiii__,Now that Elizabeth Thomas has been found can the FBI find some time to look for the missing DC girls?,Negative,-0.2,['elizabeth thomas', 'dc']
8,@ERIALBROWN,NEW: Tad Cummins' mug shot out of California after he was arresting this morning for kidnapping Elizabeth Thomas. Deta…,Positive,0.13636363636363635,['new', 'tad cummins', 'mug shot', 'california', 'elizabeth thomas', 'deta…']
9,@ERIALBROWN,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
10,@ERIALBROWN,Tad Cummins the TN teacher accused of adducting Elizabeth Thomas is facing state  federal charges.He was arrested in No…,Neutral,0.0,['tad cummins', 'tn', 'elizabeth thomas', 'federal charges.he', 'no…']
11,@ERIALBROWN,1500 tips received since March 13th disappearance of Elizabeth Thomas.,Neutral,0.0,['march', 'elizabeth thomas']
12,@ERIALBROWN,BREAKING: Statement from Maury County Schools after Elizabeth Thomas found safe former teacher arrested:,Positive,0.25,['breaking', 'statement', 'maury', 'county schools', 'elizabeth thomas']
13,@ERIALBROWN,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
14,@picho2017,Tad Cummins Arrested: 5 Fast Facts You Need to Know,Positive,0.2,['tad cummins arrested', 'fast facts', 'need', 'know']
15,@6060764,Missing Tennessee girl found teacher arrested after month-long search,Negative,-0.2,['missing tennessee', 'month-long search']
16,@fmmnet,Tad Cummins is under arrest and 15-year-old Elizabeth Thomas has been safely recovered in Northern California the…,Positive,0.225,['tad cummins', 'elizabeth thomas', 'california']
17,@GinaLawriw,Man who tipped off authorities about missing Tenn. student Elizabeth Thomas describes 'clues' - ABC News - via,Negative,-0.2,['tenn.', 'elizabeth thomas', 'abc']
18,@SaysLizzie,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
19,@joseramirez227,Missing Tennessee girl found teacher arrested after month-long search via,Negative,-0.2,['missing tennessee', 'month-long search']
20,@SaysLizzie,BREAKING: Statement from Maury County Schools after Elizabeth Thomas found safe former teacher arrested:,Positive,0.25,['breaking', 'statement', 'maury', 'county schools', 'elizabeth thomas']
21,@TerryAbbott,Proud of daughter an attorney for family worked w/media in search-Here at news conf,Positive,0.8,['proud', 'news conf']
22,@JOHNguTsang,NEW: Tad Cummins' mug shot out of California after he was arresting this morning for kidnapping Elizabeth Thomas. Deta…,Positive,0.13636363636363635,['new', 'tad cummins', 'mug shot', 'california', 'elizabeth thomas', 'deta…']
23,@WSMVCarley,Elizabeth Thomas likely already in TN supposed to reunite with family today.,Neutral,0.0,['elizabeth thomas', 'tn']
24,@hallucinaationz,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
25,@JOHNguTsang,Ambert alert signs updated in downtown Columbia TN telling folks Elizabeth Thomas has been found and is safe. Tad Cumm…,Positive,0.5,['ambert', 'alert signs', 'columbia tn', 'elizabeth thomas', 'tad cumm…']
26,@JOHNguTsang,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
27,@JOHNguTsang,Tad Cummins the TN teacher accused of adducting Elizabeth Thomas is facing state  federal charges.He was arrested in No…,Neutral,0.0,['tad cummins', 'tn', 'elizabeth thomas', 'federal charges.he', 'no…']
28,@JOHNguTsang,Per The sheriff's office is 2 hours from the cabin from where Tad Cummins and Elizabeth Thomas was found.,Neutral,0.0,['per', "sheriff 's office", 'tad cummins', 'elizabeth thomas']
29,@JOHNguTsang,"This afternoon we couldn't be happier to tell you [Elizabeth Thomas] will soon be on her way back home to Tennessee." -…,Neutral,0.0,['elizabeth thomas', 'tennessee']
30,@JOHNguTsang,US atty: yesterday feeling discouraged about state of Elizabeth Thomas case "I left.. thinking there was nothing that wa…,Neutral,0.0,['us atty', 'elizabeth thomas']
31,@manus_jackie,Cops claim Tad Cummins said he’s ‘glad this is over’ during his arrest after being found with teenage student,Positive,0.15,['cops', 'tad cummins', 'he’s ‘glad', 'teenage student']
32,@JOHNguTsang,Retweeted NewsChannel 5 (@NC5):#LIVE: 1500 tips received since March 13th disappearance of Elizabeth Thomas....,Neutral,0.0,['retweeted newschannel', 'nc5', 'live', 'march', 'elizabeth thomas']
33,@JOHNguTsang,1500 tips received since March 13th disappearance of Elizabeth Thomas.,Neutral,0.0,['march', 'elizabeth thomas']
34,@Nutella14153,Elizabeth Thomas has been found safe and Tad Cummins arrested in California.,Positive,0.5,['elizabeth thomas', 'tad cummins', 'california']
35,@abdullah995211,After arrest of Tenn. kidnapping suspect in Calif. sheriff says case "will plague the victim" for "years to come.",Negative,-0.0625,['tenn.', 'calif.']
36,@JakeLowary,Elizabeth Thomas' father: I think my daughter was brainwashed,Neutral,0.0,['elizabeth thomas']
37,@abdullah995211,Missing Tennessee teen found in California ex-teacher accused in her kidnapping arrested authorities say.,Negative,-0.1,['missing tennessee', 'california']
38,@DavidBowser102,Tennessee teacher has been caught in California teen girl is safe via went WITH him not "Kidnapped" .,Positive,0.25,['tennessee', 'california', 'teen girl', 'with', 'kidnapped']
39,@NoMullahs4Ever,Tennessee teacher suspected of kidnapping a teenage student has been arrested in California,Neutral,0.0,['tennessee', 'teenage student', 'california']
40,@BrubakerDestiny,BREAKING: Amber alert suspect Tad Cummins arrested Elizabeth Thomas found safe in,Positive,0.5,['breaking', 'amber', 'tad cummins', 'elizabeth thomas']
41,@kayleipop596,Maury Co. Schools releases a statement on the safe return of Elizabeth Thomas.,Positive,0.5,['maury', 'co. schools releases', 'safe return', 'elizabeth thomas']
42,@kayleipop596,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
43,@QxNews,Tip led authorities to rescue missing 15-year-old teen arrest former teacher at commune in Northern California.,Negative,-0.0625,['tip', '15-year-old teen arrest', 'california']
44,@JeanneFWebster,THEY FOUND ELIZABETH THOMAS!!! ♡,Neutral,0.0,['they found elizabeth thomas']
45,@XineLively,Why do people keep saying that Elizabeth Thomas was found "safe." She may not have needed hospitalization but she's forever changed.,Positive,0.5,['elizabeth thomas']
46,@HermesRocket,How a cabin caretaker helped capture Tennessee's most wanted man,Positive,0.5,['cabin caretaker', 'tennessee']
47,@billhandelshow,15 yo Elizabeth Thomas finally found with creeper teacher in No. Cal cabin. Alex Stone joins right…,Neutral,0.0,['elizabeth thomas', 'creeper teacher', 'cal', 'alex stone', 'joins right…']
48,@sakuramatuume,Missing teen found across the country with teacher a month after disappearing,Negative,-0.1,['missing']
49,@ByJasonGonzales,Elizabeth Thomas' father: I think my daughter was brainwashed,Neutral,0.0,['elizabeth thomas']
50,@Trendingpix,Elizabeth Thomas - Soldiers celebrate Army Reserve birthday with Bowie Baysox baseball club Elizabeth Thomas - Sol…,Neutral,0.0,['elizabeth thomas', 'soldiers', 'army reserve birthday', 'baysox', 'baseball club', 'elizabeth thomas', 'sol…']
51,@Trendingpix,Elizabeth Thomas - Friday 21st Time for plans IMG_6092 Elizabeth Thomas - Friday 21st Time for plans IMG_6092…,Neutral,0.0,['elizabeth thomas', 'img_6092 elizabeth thomas', 'img_6092…']
52,@CesmelM,Tad Cummins the TN teacher accused of adducting Elizabeth Thomas is facing state  federal charges.He was arrested in No…,Neutral,0.0,['tad cummins', 'tn', 'elizabeth thomas', 'federal charges.he', 'no…']
53,@JohnnyDucey,Now that Elizabeth Thomas has been found can the FBI find some time to look for the missing DC girls?,Negative,-0.2,['elizabeth thomas', 'dc']
54,@ChrisDavisMMJ,BREAKING: Attorney for Elizabeth Thomas' family says they're speaking with Elizabeth now. Wouldn't clarify if on phone…,Neutral,0.0,['breaking', 'elizabeth thomas', 'elizabeth', "n't clarify"]
55,@nuiotwo,Tad Cummins Arrested: 5 Fast Facts You Need to Know,Positive,0.2,['tad cummins arrested', 'fast facts', 'need', 'know']
56,@uncudemo,Tip led authorities to rescue missing 15-year-old teen arrest former teacher at commune in Northern California.,Negative,-0.0625,['tip', '15-year-old teen arrest', 'california']
57,@AversSteve,Elizabeth Thomas on her way home now lawyer says - Duh 2017 ?,Negative,-0.3,['elizabeth thomas', 'way home', 'duh']
58,@MyInfo34815047,Tad Cummins did not kidnap 15 year old Elizabeth Thomas she wanted to be with him. In past times women married at age 15 not a crime.,Positive,0.03333333333333333,['tad cummins', 'elizabeth thomas', 'past times women']
59,@emilygailk,NEW INFO: We're learning Elizabeth Thomas and Tad Cummins stayed in this cabin for free. They worked for the owner for f…,Positive,0.2681818181818182,['new info', "'re learning", 'elizabeth thomas', 'tad cummins']
60,@PrimeDad,LIVE: Tad Cummins and Elizabeth Thomas breaking news via,Positive,0.13636363636363635,['live', 'tad cummins', 'elizabeth thomas']
61,@alyssaWAAY31,How did we get here? These are key moments before during and after Elizabeth Thomas and Tad Cummins,Neutral,0.0,['key moments', 'elizabeth thomas', 'tad cummins']
62,@AversSteve,Elizabeth Thomas on her way home now lawyer says uh? -nebr city Hannibal lectern is now listed Redding CA? -salutes,Neutral,0.0,['elizabeth thomas', 'way home', '-nebr city', 'hannibal', 'redding ca']
63,@alyssaWAAY31,Elizabeth Thomas is expected to fly back home to Tennessee today.,Positive,0.23333333333333336,['elizabeth thomas', 'tennessee']
