index,author,tweet,label,polarity,nouns
1,@people,Tipster talks calling the cops on ex-teacher and missing teen after giving them money and a place to stay…,Negative,-0.1,['tipster']
2,@peteraf1,After reading about Elizabeth Gibson's life find out about her doctor husband who recorded her story for,Neutral,0.0,['elizabeth gibson', "'s life", 'doctor husband']
3,@swengenusa,Man who tipped off authorities about missing Tenn. student Elizabeth Thomas describes…,Negative,-0.2,['tenn.', 'elizabeth thomas']
4,@nuiotwo,Tennessee Amber Alert over: Tip leads authorities to Tad Cummins Elizabeth Thomas in California,Neutral,0.0,['tennessee amber alert', 'tip', 'tad cummins elizabeth thomas', 'california']
5,@abdullah995211,Tip led authorities to rescue missing 15-year-old teen arrest former teacher at commune in Northern California.,Negative,-0.0625,['tip', '15-year-old teen arrest', 'california']
6,@cappellocalvin2,Maury Co. Schools releases a statement on the safe return of Elizabeth Thomas.,Positive,0.5,['maury', 'co. schools releases', 'safe return', 'elizabeth thomas']
7,@jassiitech,Cops Claim Tad Cummins Said He's 'Glad This Is Over' During Arrest After Being Found with Teenage Student,Positive,0.15,['cops claim tad cummins', "'s 'glad", 'arrest', 'found', 'teenage']
8,@1983GBrown,How authorities found missing Tenn. student Elizabeth Thomas and former teacher Tad Cummins via,Negative,-0.1,['tenn.', 'elizabeth thomas', 'tad cummins']
9,@sarahmurden,After reading about Elizabeth Gibson's life find out about her doctor husband who recorded her story for,Neutral,0.0,['elizabeth gibson', "'s life", 'doctor husband']
10,@troublechicken,Really NBC News? How many grammatical errors can you fit into one via,Positive,0.3666666666666667,['really', 'nbc news', 'grammatical errors']
11,@kidcudiiii__,Now that Elizabeth Thomas has been found can the FBI find some time to look for the missing DC girls?,Negative,-0.2,['elizabeth thomas', 'dc']
12,@ERIALBROWN,NEW: Tad Cummins' mug shot out of California after he was arresting this morning for kidnapping Elizabeth Thomas. Deta…,Positive,0.13636363636363635,['new', 'tad cummins', 'mug shot', 'california', 'elizabeth thomas', 'deta…']
13,@ERIALBROWN,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
14,@ERIALBROWN,Tad Cummins the TN teacher accused of adducting Elizabeth Thomas is facing state  federal charges.He was arrested in No…,Neutral,0.0,['tad cummins', 'tn', 'elizabeth thomas', 'federal charges.he', 'no…']
15,@ERIALBROWN,1500 tips received since March 13th disappearance of Elizabeth Thomas.,Neutral,0.0,['march', 'elizabeth thomas']
16,@ERIALBROWN,BREAKING: Statement from Maury County Schools after Elizabeth Thomas found safe former teacher arrested:,Positive,0.25,['breaking', 'statement', 'maury', 'county schools', 'elizabeth thomas']
17,@ERIALBROWN,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
18,@picho2017,Tad Cummins Arrested: 5 Fast Facts You Need to Know,Positive,0.2,['tad cummins arrested', 'fast facts', 'need', 'know']
19,@6060764,Missing Tennessee girl found teacher arrested after month-long search,Negative,-0.2,['missing tennessee', 'month-long search']
20,@fmmnet,Tad Cummins is under arrest and 15-year-old Elizabeth Thomas has been safely recovered in Northern California the…,Positive,0.225,['tad cummins', 'elizabeth thomas', 'california']
21,@GinaLawriw,Man who tipped off authorities about missing Tenn. student Elizabeth Thomas describes 'clues' - ABC News - via,Negative,-0.2,['tenn.', 'elizabeth thomas', 'abc']
22,@SaysLizzie,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
23,@joseramirez227,Missing Tennessee girl found teacher arrested after month-long search via,Negative,-0.2,['missing tennessee', 'month-long search']
24,@SaysLizzie,BREAKING: Statement from Maury County Schools after Elizabeth Thomas found safe former teacher arrested:,Positive,0.25,['breaking', 'statement', 'maury', 'county schools', 'elizabeth thomas']
25,@TerryAbbott,Proud of daughter an attorney for family worked w/media in search-Here at news conf,Positive,0.8,['proud', 'news conf']
26,@JOHNguTsang,NEW: Tad Cummins' mug shot out of California after he was arresting this morning for kidnapping Elizabeth Thomas. Deta…,Positive,0.13636363636363635,['new', 'tad cummins', 'mug shot', 'california', 'elizabeth thomas', 'deta…']
27,@WSMVCarley,Elizabeth Thomas likely already in TN supposed to reunite with family today.,Neutral,0.0,['elizabeth thomas', 'tn']
28,@hallucinaationz,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
29,@JOHNguTsang,Ambert alert signs updated in downtown Columbia TN telling folks Elizabeth Thomas has been found and is safe. Tad Cumm…,Positive,0.5,['ambert', 'alert signs', 'columbia tn', 'elizabeth thomas', 'tad cumm…']
30,@JOHNguTsang,Federal charges have been filed against Cummins in kidnapping of Elizabeth Thomas. He'll face a minimum of 10 years in…,Neutral,0.0,['federal charges', 'cummins', 'elizabeth thomas', 'years in…']
31,@JOHNguTsang,Tad Cummins the TN teacher accused of adducting Elizabeth Thomas is facing state  federal charges.He was arrested in No…,Neutral,0.0,['tad cummins', 'tn', 'elizabeth thomas', 'federal charges.he', 'no…']
32,@JOHNguTsang,Per The sheriff's office is 2 hours from the cabin from where Tad Cummins and Elizabeth Thomas was found.,Neutral,0.0,['per', "sheriff 's office", 'tad cummins', 'elizabeth thomas']
33,@JOHNguTsang,"This afternoon we couldn't be happier to tell you [Elizabeth Thomas] will soon be on her way back home to Tennessee." -…,Neutral,0.0,['elizabeth thomas', 'tennessee']
34,@JOHNguTsang,US atty: yesterday feeling discouraged about state of Elizabeth Thomas case "I left.. thinking there was nothing that wa…,Neutral,0.0,['us atty', 'elizabeth thomas']
35,@manus_jackie,Cops claim Tad Cummins said he’s ‘glad this is over’ during his arrest after being found with teenage student,Positive,0.15,['cops', 'tad cummins', 'he’s ‘glad', 'teenage student']
36,@JOHNguTsang,Retweeted NewsChannel 5 (@NC5):#LIVE: 1500 tips received since March 13th disappearance of Elizabeth Thomas....,Neutral,0.0,['retweeted newschannel', 'nc5', 'live', 'march', 'elizabeth thomas']
37,@JOHNguTsang,1500 tips received since March 13th disappearance of Elizabeth Thomas.,Neutral,0.0,['march', 'elizabeth thomas']
38,@Nutella14153,Elizabeth Thomas has been found safe and Tad Cummins arrested in California.,Positive,0.5,['elizabeth thomas', 'tad cummins', 'california']
39,@abdullah995211,After arrest of Tenn. kidnapping suspect in Calif. sheriff says case "will plague the victim" for "years to come.",Negative,-0.0625,['tenn.', 'calif.']
40,@JakeLowary,Elizabeth Thomas' father: I think my daughter was brainwashed,Neutral,0.0,['elizabeth thomas']
41,@abdullah995211,Missing Tennessee teen found in California ex-teacher accused in her kidnapping arrested authorities say.,Negative,-0.1,['missing tennessee', 'california']
42,@DavidBowser102,Tennessee teacher has been caught in California teen girl is safe via went WITH him not "Kidnapped" .,Positive,0.25,['tennessee', 'california', 'teen girl', 'with', 'kidnapped']
43,@NoMullahs4Ever,Tennessee teacher suspected of kidnapping a teenage student has been arrested in California,Neutral,0.0,['tennessee', 'teenage student', 'california']
44,@BrubakerDestiny,BREAKING: Amber alert suspect Tad Cummins arrested Elizabeth Thomas found safe in,Positive,0.5,['breaking', 'amber', 'tad cummins', 'elizabeth thomas']
45,@kayleipop596,Maury Co. Schools releases a statement on the safe return of Elizabeth Thomas.,Positive,0.5,['maury', 'co. schools releases', 'safe return', 'elizabeth thomas']
46,@kayleipop596,Authorities say alleged kidnapper Tad Cummins and 15-year-old Elizabeth Thomas of Tennessee found in cabin in remote S…,Negative,-0.1,['authorities', 'tad cummins', 'elizabeth thomas', 'tennessee', 's…']
47,@QxNews,Tip led authorities to rescue missing 15-year-old teen arrest former teacher at commune in Northern California.,Negative,-0.0625,['tip', '15-year-old teen arrest', 'california']
48,@JeanneFWebster,THEY FOUND ELIZABETH THOMAS!!! ♡,Neutral,0.0,['they found elizabeth thomas']
49,@XineLively,Why do people keep saying that Elizabeth Thomas was found "safe." She may not have needed hospitalization but she's forever changed.,Positive,0.5,['elizabeth thomas']
50,@HermesRocket,How a cabin caretaker helped capture Tennessee's most wanted man,Positive,0.5,['cabin caretaker', 'tennessee']
51,@billhandelshow,15 yo Elizabeth Thomas finally found with creeper teacher in No. Cal cabin. Alex Stone joins right…,Neutral,0.0,['elizabeth thomas', 'creeper teacher', 'cal', 'alex stone', 'joins right…']
52,@sakuramatuume,Missing teen found across the country with teacher a month after disappearing,Negative,-0.1,['missing']
53,@ByJasonGonzales,Elizabeth Thomas' father: I think my daughter was brainwashed,Neutral,0.0,['elizabeth thomas']
54,@Trendingpix,Elizabeth Thomas - Soldiers celebrate Army Reserve birthday with Bowie Baysox baseball club Elizabeth Thomas - Sol…,Neutral,0.0,['elizabeth thomas', 'soldiers', 'army reserve birthday', 'baysox', 'baseball club', 'elizabeth thomas', 'sol…']
