index,author,tweet,label,polarity,nouns
1,@vworpvworp,Ask me if I'm shocked white gays in France are voting Le Pen because they think her anti-gay stance is a,Negative,-0.35,['white gays', 'france', 'pen', 'anti-gay stance']
2,@americanchic,Marine LePen:‘Mass Immigration Is Not an Opportunity for France It’s a Tragedy for France’ …,Neutral,0.0,['lepen', '‘mass immigration', 'opportunity', 'france it’s', 'tragedy', 'france’']
3,@DelFlon1,🇫🇷LE PEN: FRANCE AT WAR- Calls for border controls- 15000 more police- Deport jihadis,Positive,0.5,['pen', 'france at war-', 'border controls-', 'deport']
4,@Sandi5162,Trump uses police shooting to push a right-wing candidate in France. That same day 3 cops were shot in Seattle. Whe…,Neutral,0.0,['trump', 'uses police', 'france', 'seattle', 'whe…']
5,@BigThom61,It's Now or Never 🇫🇷"#France a Christian heritage it is a reality. And it belongs to all the French" #Marine2017,Neutral,0.0,['never', 'france', 'christian heritage', 'marine2017']
6,@JV39102127,You sound upset you could not cover this up or spin this. Sorry populism comes to France next week. Im sure CNN can write u,Positive,0.1,['sound upset', 'sorry', 'france', 'im', 'cnn']
7,@ClintWarren6,France delivered arms to Syrian rebels Hollande confirms via,Neutral,0.0,['france', 'syrian', 'hollande']
8,@COHummingbird,Please don't repeat our mistake France.,Neutral,0.0,['please', "n't repeat", 'france']
9,@sweeper53,Experts say automated accounts sharing fake news ahead of French election - Reuters via thank…,Negative,-0.25,['fake news', 'french', 'reuters']
10,@janosbaniel,This time next week we will be on our way to France 🛩🌞,Neutral,0.0,['france']
11,@Rebel_Bill,Anyone who says terrorism is something that has to be accepted as part of the new normal is poisonous to France.,Positive,0.1431818181818182,['france']
12,@katben2005,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
13,@VivaELTrump2016,ELECTION WEEKEND FRANCE,Neutral,0.0,['election weekend france']
14,@Westcoastmaven,Trump uses police shooting to push a right-wing candidate in France. That same day 3 cops were shot in Seattle. Whe…,Neutral,0.0,['trump', 'uses police', 'france', 'seattle', 'whe…']
15,@_flanders,Citizens of prêter attention: trump is rooting 4 Le Pen wants terror attack to make u hate. Don't make OUR mistak…,Negative,-0.30000000000000004,['prêter attention', 'pen', 'terror attack', 'our']
16,@NickAdamRed,'We're prisoners of Europe' Marine Le Pen voter BLASTS EU ahead of French election,Neutral,0.0,["'we 're prisoners", 'europe', 'pen', 'blasts eu', 'french']
17,@mberland09,Don't just pray for Paris. VOTE. #Paris,Neutral,0.0,['paris', 'vote', 'paris']
18,@KSBOEN1,France: 14 wounded after illegal migrants storm town hall to protest immigration,Negative,-0.5,['france', 'illegal migrants storm town hall']
19,@johnnyreb1864,This is the Vice President of the European Commission.This is why Europe is in danger.This is why Marine Le Pen needs t…,Neutral,0.0,['vice president', 'commission.this', 'europe', 'pen']
20,@original_cracka,without villains? France has had dozens of Rotherhams in the banlieues but the media covered it up,Neutral,0.0,['france', 'rotherhams']
21,@JoeGossett8,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
22,@latticeworkwlth,France’s Two-Round Electoral System Spells Period of Volatility for Markets:,Neutral,0.0,['france’s two-round', 'electoral system', 'spells period', 'volatility', 'markets']
23,@CobbaertD,Received a postcard from France:,Neutral,0.0,['received', 'france']
24,@YCockerham,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
25,@WCSM1970,'We're prisoners of Europe' Marine Le Pen voter BLASTS EU ahead of French election,Neutral,0.0,["'we 're prisoners", 'europe', 'pen', 'blasts eu', 'french']
26,@AbdulaAsanovski,Le Pen speaks of stopping immigration but her Islamophobia further marginalizes already-French immigrant communities,Neutral,0.0,['pen', 'islamophobia', 'marginalizes already-french immigrant communities']
27,@DirtyWrenches,This is the Vice President of the European Commission.This is why Europe is in danger.This is why Marine Le Pen needs t…,Neutral,0.0,['vice president', 'commission.this', 'europe', 'pen']
28,@cuozzo_schl,Le Pen calls for France to restore border controls after ISIS-claimed attack,Neutral,0.0,['pen', 'france', 'restore border', 'isis-claimed']
29,@gikers48,Get France back for the French. Marine is not far right. She is in the right. Vas-y Marine.,Positive,0.10428571428571427,['france', 'vas-y']
30,@RockRollGhost,Well this comment makes me paranoid. Is he in coordination with Russia to get ISIS to attack France in order to get…,Neutral,0.0,['well', 'russia', 'isis', 'france']
31,@henry_france,Spent the day looking at this hole. Haaaaaaaaa. The…,Negative,-0.1,['spent', 'haaaaaaaaa', 'the…']
32,@ShibleyTelhami,Perhaps reports of Trump's tweet in France will revive the deep French aversion to see America as a role model.,Neutral,0.0,['trump', "'s tweet", 'france', 'deep french aversion', 'america', 'role model']
33,@klejdys,The Battle for France (via,Neutral,0.0,['france']
34,@noraconnor89,Dear France America and the West ISIS (Muslims) haven't finished with us yet in fact they have only just begun...,Neutral,0.0,['dear france america', 'isis', 'muslims']
35,@traumen351,Islamist extremists want Marine Le Pen to win in France. Why? Because they share far-right views and feed on chaos.ht…,Positive,0.8,['islamist', 'pen', 'france', 'share far-right']
36,@johnnintendosm1,🚨France has Over 751 “NO-GO Zones” (Areas of land TOTALLY ruled by Islamic law.)#FridayFeeling Marine Le Pen,Neutral,0.0,['zones”', 'areas', 'totally', 'islamic', 'fridayfeeling', 'pen']
37,@tradegovukFRA,Interested in trading with Here's what you need to know:,Positive,0.25,[]
38,@NinaMassonFr,Watch tell us who is going to be the next President of France,Neutral,0.0,['watch', 'france']
39,@siggyturbo997,France = biggest Muslim population in Europe.France = biggest terror target in Europe.See how it works?And yet it imports MOR…,Neutral,0.0,['france', 'muslim', 'europe.france', 'terror target', 'europe.see', 'mor…']
40,@libertad717,Why does it matter? How does it work? Who is running? Everything you need to know about the French election:,Neutral,0.0,['who', 'french election']
41,@TeleComment,In its drive to divide the West Isil would celebrate a Marine Le Pen presidency says,Neutral,0.0,['isil', 'pen']
42,@testedbylife,Whoever the new French president expect a new France-EU relationship | Open Europe,Positive,0.06818181818181818,['whoever', 'new french president', 'france-eu', 'relationship | open', 'europe']
43,@betty_kaputnik,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
44,@DK07528407,Why does it matter? How does it work? Who is running? Everything you need to know about the French election:,Neutral,0.0,['who', 'french election']
45,@_audreymariee_,Audrey Hepburn photographed during the production of Funny Face in Paris France 1956.,Positive,0.25,['audrey hepburn', 'funny face', 'paris france']
46,@pyroprince222,I hope the people of France understand that ISIS terrorists are hoping they elect Le Pen.,Positive,0.8,['france', 'isis', 'pen']
47,@1234flyingninja,Don't just pray for Paris. VOTE. #Paris,Neutral,0.0,['paris', 'vote', 'paris']
48,@MMsharbono,🚨France has Over 751 “NO-GO Zones” (Areas of land TOTALLY ruled by Islamic law.)#FridayFeeling Marine Le Pen,Neutral,0.0,['zones”', 'areas', 'totally', 'islamic', 'fridayfeeling', 'pen']
49,@oikono1885,Marine Le Pen: Restore France's Borders And Expel Foreigners On Watch Lists,Neutral,0.0,['pen', 'restore france', 'borders', 'expel foreigners', 'watch lists']
50,@Sixkiller1835,Trump says Paris attack will influence France's election,Neutral,0.0,['trump', 'paris', 'france', "'s election"]
51,@wvcpisaysingles,France Aguilos-calls u bebegurl 24/7-gamurzxc but will not play with ur heart-will help u with reqs and will re…,Neutral,0.0,['france aguilos-calls', 'u bebegurl 24/7-gamurzxc', 'ur heart-will']
52,@emilie1997tokyo,Le Pen speaks of stopping immigration but her Islamophobia further marginalizes already-French immigrant communities,Neutral,0.0,['pen', 'islamophobia', 'marginalizes already-french immigrant communities']
53,@LizEClark,How much did Vlad pay you for this tweet? If majority of voters are as stupid as vo…,Negative,-0.29999999999999993,['vlad']
54,@margarance,I buy a range of 'luxuries' things we miss. Sausages bacon things we can't usually b…,Negative,-0.25,['sausages', 'bacon things', "ca n't"]
55,@New_Nightmare,France: 14 wounded after illegal migrants storm town hall to protest immigration,Negative,-0.5,['france', 'illegal migrants storm town hall']
56,@Itssandesh72,In France you can marry a dead person.,Negative,-0.2,['france', 'dead person']
57,@DominikHikari,I can't wait for France to get good strong leader and restore France to glory,Positive,0.5666666666666667,["ca n't", 'france', 'good strong leader', 'france']
58,@mightyguy1357,Le Pen calls for France to restore border controls after ISIS-claimed attack,Neutral,0.0,['pen', 'france', 'restore border', 'isis-claimed']
59,@gnoh_sandra,Every time the left disrupts us it only makes us stronger. I pray Marine Le Pen wins for the sake of France.,Positive,0.09999999999999999,['left disrupts', 'pen', 'france']
60,@BradleyCamp1,So if France let's in everyone. They can then travel anywhere within the EU. I still do…,Neutral,0.0,['france', 'eu']
