index,author,tweet,label,polarity,nouns
61,@NoMullahs4Ever,A look at the parallels between Sunday’s election in France and the 2016 U.S. presidential election,Neutral,0.0,['sunday’s', 'france', 'u.s.', 'presidential election']
62,@Sunstruk,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
63,@nooneishere51,France: 14 wounded after illegal migrants storm town hall to protest immigration,Negative,-0.5,['france', 'illegal migrants storm town hall']
64,@pika_siong,France's 🇫🇷 best attack 🆚 Italy 🇮🇹 and Europe's 🇪🇺 best defence⚪️🔴 🆚 Juventus ⚪️⚫️📰👉,Positive,1.0,['france', "'s 🇫🇷", 'attack 🆚', 'italy', 'europe', "'s 🇪🇺", 'defence⚪️🔴 🆚', 'juventus']
65,@Janosluk3,This time next week we will be on our way to France 🛩🌞,Neutral,0.0,['france']
66,@BloodydaWarlock,Agsin on a . turin to .,Neutral,0.0,['agsin']
67,@zvezda_int,Head to head: Which candidates are duelling for the French presidency? via,Neutral,0.0,['head', 'french presidency']
68,@JLNCollection,Marine Le Pen demands border checks are reinstated- how can France still not have them after so many attacks,Positive,0.5,['pen', 'demands border checks', 'france']
69,@dyyymondd,Audrey Hepburn photographed during the production of Funny Face in Paris France 1956.,Positive,0.25,['audrey hepburn', 'funny face', 'paris france']
70,@lady_scribbler,Trump uses police shooting to push a right-wing candidate in France. That same day 3 cops were shot in Seattle. Whe…,Neutral,0.0,['trump', 'uses police', 'france', 'seattle', 'whe…']
71,@MelVogelsang,Seems like a no- brainer to me. France better start dealing with their jihadist problems or lose their country.,Positive,0.5,['seems', 'no- brainer', 'france', 'jihadist problems']
72,@DeportSJWs,This is the Vice President of the European Commission.This is why Europe is in danger.This is why Marine Le Pen needs t…,Neutral,0.0,['vice president', 'commission.this', 'europe', 'pen']
73,@PeterK_SKSlavia,Every time the left disrupts us it only makes us stronger. I pray Marine Le Pen wins for the sake of France.,Positive,0.09999999999999999,['left disrupts', 'pen', 'france']
74,@KittySays1,Get France back for the French. Marine is not far right. She is in the right. Vas-y Marine.,Positive,0.10428571428571427,['france', 'vas-y']
75,@ndtotherepublic,France: 14 wounded after illegal migrants storm town hall to protest immigration,Negative,-0.5,['france', 'illegal migrants storm town hall']
76,@tomp664,🚨France has Over 751 “NO-GO Zones” (Areas of land TOTALLY ruled by Islamic law.)#FridayFeeling Marine Le Pen,Neutral,0.0,['zones”', 'areas', 'totally', 'islamic', 'fridayfeeling', 'pen']
77,@gloomiko,A-line bob :D That's my goto hairstyle changed it up when I got it cut in France as I don't go to…,Positive,1.0,['a-line', 'goto hairstyle', 'france']
78,@ClaudiaBracali,France's 🇫🇷 best attack 🆚 Italy 🇮🇹 and Europe's 🇪🇺 best defence⚪️🔴 🆚 Juventus ⚪️⚫️📰👉,Positive,1.0,['france', "'s 🇫🇷", 'attack 🆚', 'italy', 'europe', "'s 🇪🇺", 'defence⚪️🔴 🆚', 'juventus']
79,@RenieriArts,France delivered arms to Syrian rebels Hollande confirms via,Neutral,0.0,['france', 'syrian', 'hollande']
80,@NickAdamRed,🆘‼️😯🔥 Weekend: 1) Congress of AfD in (50k violent left-wing extremists of Antifa be expected). 2) Presidential…,Negative,-0.45,['weekend', 'congress', 'afd', 'antifa', 'presidential…']
81,@SMlqtalla,French police officer killed two wounded in central Paris shooting. Find out more:,Positive,0.075,['police officer', 'paris', 'find']
82,@Alicedornan1,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
83,@intifada,France's Front National likens its racism and xenophobia to Israel's goal to "preserve its identity",Neutral,0.0,['france', 'front', 'national likens', 'israel', "'s goal"]
84,@IsaaMobile1,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
85,@KenRoth,Le Pen speaks of stopping immigration but her Islamophobia further marginalizes already-French immigrant communitie…,Neutral,0.0,['pen', 'islamophobia', 'marginalizes already-french immigrant communitie…']
86,@SonsMary,ISIS-claimed France you can end all this crap by electing Marine Le Pen.Take your nation back.,Negative,-0.4,['isis-claimed france', 'pen.take']
87,@WayneSense,French Need to Elect Le Pen Then End Islamic Immigration Deport Muslim Non-Citizens + Ban Sharia. Take Back France…,Positive,0.26666666666666666,['need', 'elect', 'pen', 'islamic', 'deport muslim non-citizens', 'ban sharia', 'france…']
88,@ElliePromotion,CPUKillPeople: Today: Douai France - Apr 21 at Red Studio,Neutral,0.0,['cpukillpeople', 'douai france', 'apr', 'red studio']
89,@DPuskas96,France: 14 wounded after illegal migrants storm town hall to protest immigration,Negative,-0.5,['france', 'illegal migrants storm town hall']
90,@FelineOverlords,Trump uses police shooting to push a right-wing candidate in France. That same day 3 cops were shot in Seattle. Whe…,Neutral,0.0,['trump', 'uses police', 'france', 'seattle', 'whe…']
91,@TheTrumpBlogger,After and you would think Obama would be the kiss of death for liberals. No they like always coming i…,Neutral,0.0,['obama']
92,@aloecab,Get France back for the French. Marine is not far right. She is in the right. Vas-y Marine.,Positive,0.10428571428571427,['france', 'vas-y']
93,@Decentman282,.@KTHopkins: "Marine Le Pen isn't FAR right. She's just right! Vote and get France back for the French!"Well…,Positive,0.14857142857142855,['kthopkins', 'pen', 'far', 'vote', 'france', 'well…']
94,@nanalov1234,Without Africathe dollar is useless and France would be a 3rd world country.,Negative,-0.25,['africathe', 'france', 'world country']
95,@LostRockinCrow,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
96,@magpulmaster1,North Korea warns of ‘super-mighty preemptive strike’ claims responsibility for France,Neutral,0.0,['korea', '‘super-mighty preemptive strike’ claims responsibility', 'france']
97,@AfarBell,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
98,@fgcu315,Le Pen: 'France is at war with radical Islam'. Wants 15000 new police officers and strengthening of the borders.,Positive,0.16818181818181818,['pen', 'islam', 'wants', 'new police officers']
99,@geewheezie,I admire France's resilience and hope they avoid electing a leader as stupid as ours.,Negative,-0.7999999999999999,['france', "'s resilience"]
100,@JrdnThMncrftr,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
